Train No,개화,김포공항,공항시장,신방화,마곡나루,양천향교,가양,증미,등촌,염창,신목동,선유도,당산,국회의사당,여의도,샛강,노량진,노들,흑석,동작,구반포,신반포,고속터미널,사평,신논현,언주,선정릉,삼성중앙,봉은사,종합운동장,
E9689,,00:00:00,,,,,22:17:35,,,22:13:45,,,22:09:35,,22:06:05,,22:03:05,,,21:58:35,,,21:55:10,,21:52:05,,21:49:15,,21:46:40,21:44:15,
C9209,00:00:00,23:00:45,22:58:45,22:56:35,22:54:05,22:51:10,22:48:30,22:44:15,22:42:00,22:39:40,22:37:25,22:34:55,22:32:25,22:29:40,22:27:30,22:25:30,22:20:45,22:18:25,22:16:10,22:13:25,22:11:00,22:09:00,22:07:05,22:04:50,22:00:20,21:57:50,21:55:35,21:53:25,21:51:15,21:48:45,
E9691,,00:00:00,,,,,22:27:35,,,22:23:45,,,22:19:35,,22:16:05,,22:13:05,,,22:08:35,,,22:05:10,,22:02:05,,21:59:15,,21:56:40,21:54:15,
C9211,00:00:00,23:09:55,23:07:55,23:06:00,23:03:45,23:01:00,22:58:30,22:54:15,22:52:00,22:49:40,22:47:25,22:44:55,22:42:25,22:39:40,22:37:30,22:35:30,22:30:45,22:28:25,22:26:10,22:23:25,22:21:00,22:19:00,22:17:05,22:14:50,22:10:20,22:07:50,22:05:35,22:03:25,22:01:15,21:58:45,
E9693,,00:00:00,,,,,22:37:35,,,22:33:45,,,22:29:35,,22:26:05,,22:23:05,,,22:18:35,,,22:15:10,,22:12:05,,22:09:15,,22:06:40,22:04:15,
C9213,00:00:00,23:19:55,23:17:55,23:16:00,23:13:45,23:11:00,23:08:30,23:04:15,23:02:00,22:59:40,22:57:25,22:54:55,22:52:25,22:49:40,22:47:30,22:45:30,22:40:45,22:38:25,22:36:10,22:33:25,22:31:00,22:29:00,22:27:05,22:24:50,22:20:20,22:17:50,22:15:35,22:13:25,22:11:15,22:08:45,
E9695,,00:00:00,,,,,22:47:35,,,22:43:45,,,22:39:35,,22:36:05,,22:33:05,,,22:28:35,,,22:25:10,,22:22:05,,22:19:15,,22:16:40,22:14:15,
C9215,00:00:00,23:29:35,23:27:40,23:25:45,23:23:40,23:21:00,23:18:30,23:14:15,23:12:00,23:09:40,23:07:25,23:04:55,23:02:25,22:59:40,22:57:30,22:55:30,22:50:45,22:48:25,22:46:10,22:43:25,22:41:00,22:39:00,22:37:05,22:34:50,22:30:20,22:27:50,22:25:35,22:23:25,22:21:15,22:18:45,
E9697,,00:00:00,,,,,22:57:35,,,22:53:45,,,22:49:35,,22:46:05,,22:43:05,,,22:38:35,,,22:35:10,,22:32:05,,22:29:15,,22:26:40,22:24:15,
C9217,00:00:00,23:39:55,23:37:55,23:36:00,23:33:45,23:31:00,23:28:30,23:24:15,23:22:00,23:19:40,23:17:25,23:14:55,23:12:25,23:09:40,23:07:30,23:05:30,23:00:45,22:58:25,22:56:10,22:53:25,22:51:00,22:49:00,22:47:05,22:44:50,22:40:20,22:37:50,22:35:35,22:33:25,22:31:15,22:28:45,
E9699,,00:00:00,,,,,23:07:35,,,23:03:45,,,22:59:35,,22:56:05,,22:53:05,,,22:48:35,,,22:45:10,,22:42:05,,22:39:15,,22:36:40,22:34:15,
C9219,00:00:00,23:49:55,23:47:55,23:46:00,23:43:45,23:41:00,23:38:30,23:34:15,23:32:00,23:29:40,23:27:25,23:24:55,23:22:25,23:19:40,23:17:30,23:15:30,23:10:45,23:08:25,23:06:10,23:03:25,23:01:00,22:59:00,22:57:05,22:54:50,22:50:20,22:47:50,22:45:35,22:43:25,22:41:15,22:38:45,
E9701,,00:00:00,,,,,23:17:35,,,23:13:45,,,23:09:35,,23:06:05,,23:03:05,,,22:58:35,,,22:55:10,,22:52:05,,22:49:15,,22:46:40,22:44:15,
C9221,00:00:00,24:00:55,23:58:55,23:57:00,23:54:45,23:52:00,23:49:30,23:45:15,23:43:00,23:40:30,23:38:15,23:35:45,23:33:05,23:30:10,23:27:45,23:25:45,23:20:45,23:18:25,23:16:10,23:13:25,23:11:00,23:09:00,23:07:05,23:04:50,23:00:20,22:57:50,22:55:35,22:53:25,22:51:15,22:48:45,
E9703,,00:00:00,,,,,23:27:35,,,23:23:45,,,23:19:35,,23:16:05,,23:13:05,,,23:08:35,,,23:05:10,,23:02:05,,22:59:15,,22:56:40,22:54:15,
C9223,,,,,00:00:00,23:56:00,23:53:30,23:51:25,23:49:20,23:47:15,23:45:10,23:42:50,23:38:35,23:36:00,23:34:05,23:32:10,23:29:45,23:27:35,23:25:30,23:22:55,23:20:40,23:18:50,23:17:05,23:14:50,23:10:05,23:07:45,23:05:30,23:03:30,23:01:15,22:58:35,
E9705,,00:00:00,,,,,23:37:35,,,23:33:45,,,23:29:35,,23:26:05,,23:23:05,,,23:18:35,,,23:15:10,,23:12:05,,23:09:15,,23:06:40,23:04:15,
C9225,,,,,,,00:00:00,23:56:55,23:54:50,23:52:45,23:50:40,23:48:20,23:46:05,23:43:30,23:41:35,23:39:40,23:37:15,23:35:05,23:33:00,23:30:25,23:26:10,23:24:20,23:22:35,23:20:20,23:18:05,23:15:45,23:13:50,23:12:00,23:10:05,23:07:45,
E9707,,00:00:00,,,,,23:48:35,,,23:44:45,,,23:40:35,,23:37:05,,23:34:05,,,23:29:35,,,23:26:10,,23:23:05,,23:20:15,,23:17:40,23:15:15,
C9227,,,,,,,,,,,,,00:00:00,23:55:00,23:53:05,23:51:10,23:48:45,23:46:35,23:44:30,23:41:55,23:37:40,23:35:50,23:34:05,23:31:50,23:29:35,23:27:15,23:25:20,23:23:20,23:21:25,23:19:05,
E9709,,,,,,,,,,00:00:00,,,23:52:15,,23:48:45,,23:45:35,,,23:41:05,,,23:37:40,,23:34:25,,23:31:35,,23:29:00,23:26:25,
C9229,,,,,,,,,,,,,,,,,00:00:00,23:55:35,23:53:30,23:50:55,23:48:40,23:46:50,23:45:05,23:42:50,23:40:35,23:38:15,23:36:20,23:34:20,23:32:25,23:30:05,
C9231,,,,,,,,,,,,,,,,,,,,00:00:00,23:58:40,23:56:50,23:55:05,23:52:50,23:50:35,23:48:15,23:46:20,23:44:20,23:42:25,23:40:05,
C9233,,,,,,,,,,,,,,,,,,,,,,,,,00:00:00,24:00:15,23:58:20,23:56:20,23:54:25,23:52:05,
C9007,00:00:00,06:20:20,06:18:20,06:16:25,06:14:10,06:11:25,06:08:55,06:06:50,06:04:45,06:02:40,06:00:35,05:58:15,05:56:00,05:53:25,05:51:30,05:49:35,05:47:10,05:45:00,05:42:55,05:40:20,05:38:05,05:36:15,05:34:30,05:32:15,05:30:00,,,,,,
C9003,00:00:00,05:54:20,05:52:20,05:50:25,05:48:10,05:45:25,05:42:55,05:40:50,05:38:45,05:36:40,05:34:35,05:32:15,05:30:00,,,,,,,,,,,,,,,,,,
C9005,00:00:00,06:08:30,06:06:35,06:04:45,06:02:35,05:59:55,05:57:30,05:55:30,05:53:30,05:51:30,05:49:30,05:47:15,05:45:05,05:42:35,05:40:45,05:38:55,05:36:35,05:34:30,05:32:30,05:30:00,,,,,,,,,,,
C9001,00:00:00,05:41:25,05:39:25,05:37:30,05:35:15,05:32:30,05:30:00,,,,,,,,,,,,,,,,,,,,,,,,
